id,species,split_spp,url,url_2,url_3,shapefile_path,raster_path,majority_cat,single_cat,processing_cat,countries_raw,countries_occ,outside_range,post_2008 ,pre_2008 ,zero_gbif_records,previous_sp_name,alternate_sp_name,new_sp_name,notes
108,Echis_carinatus,Echis_carinatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_carinatus.pdf,http://reptile-database.reptarium.cz/species?genus=Echis&species=carinatus&search_param=%28%28search%3D%27Echis+carinatus%27%29%29,,data/raw/eor/Echis_carinatus.shp,output/species_rasters/combined_cat/Echis_carinatus.tif,1,0,1&2,"OMN, IND, IRQ, LKA, PAK, AFG, TJK, KAZ, UZB, TKM, IRN, ARE","ETH, SOM, ARE, OMN, GHA, SAU, AFG, IRN, IND, KEN, EGY, YEM, NER, SSD, SDN, PAK",0,0,0,1,"Vipera_Echis_carinata, Echis_Turanechis_sochureki, Echis_carinata, Echis_carinatus_astolae, Echis_carinatus_multisquamatus, Echis_carinatus_sinhaleyus, Echis_carinatus_sochureki, Echis_multisquamatus, Echis_sochureki, Echis_sochureki_sochureki, Pseudoboa_carinata",,,
109,Echis_coloratus,Echis_coloratus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_coloratus.pdf,,,data/raw/eor/Echis_coloratus.shp,output/species_rasters/combined_cat/Echis_coloratus.tif,1,1,1,"EGY, ISR, JOR, OMN, SAU, SYR, SDN, YEM","ISR, OMN, SAU, BHR, IRN, EGY, ARE",1,0,few_historic,0,Echis_carinatus,,,
110,Echis_hughesi,Echis_hughesi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_hughesi.pdf,,,data/raw/eor/Echis_hughesi.shp,output/species_rasters/combined_cat/Echis_hughesi.tif,2,1,2,SOM,SOM,0,0,0,1,Echis_carinatus,,,
111,Echis_jogeri,Echis_jogeri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_jogeri.pdf,,,data/raw/eor/Echis_jogeri.shp,output/species_rasters/combined_cat/Echis_jogeri.tif,1,1,1,"GMB, GNB, GIN, MLI, SEN",,0,0,0,1,Echis_carinatus,,,
112,Echis_khosatzkii,Echis_khosatzkii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_khosatzkii.pdf,,,data/raw/eor/Echis_khosatzkii.shp,output/species_rasters/combined_cat/Echis_khosatzkii.tif,2,1,2,"OMN, YEM",,0,0,0,1,Echis_carinatus,,,
113,Echis_leucogaster,Echis_leucogaster,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_leucogaster.pdf,,,data/raw/eor/Echis_leucogaster.shp,output/species_rasters/combined_cat/Echis_leucogaster.tif,2,0,1&2,"DZA, BEN, BFA, GMB, MLI, MRT, MAR, NER, NGA, SEN, TUN","MAR, MLI, NER, SEN, MRT, DZA",0,0,0,0,Echis_carinatus,,,
114,Echis_megalocephalus,Echis_megalocephalus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_megalocephalus.pdf,,,data/raw/eor/Echis_megalocephalus.shp,output/species_rasters/combined_cat/Echis_megalocephalus.tif,2,1,2,ERI,,0,0,0,1,Echis_carinatus,,,
115,Echis_ocellatus,Echis_ocellatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_ocellatus.pdf,,,data/raw/eor/Echis_ocellatus.shp,output/species_rasters/combined_cat/Echis_ocellatus.tif,1,1,1,"BEN, BFA, CMR, CAF, TCD, CIV, GHA, MLI, NER, NGA, TGO","NGA, BEN, TGO, GHA, SDN, CIV, NER, BFA, SEN",1,few,few_historic,0,Echis_carinatus,,,
116,Echis_omanensis,Echis_omanensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_omanensis.pdf,,,data/raw/eor/Echis_omanensis.shp,output/species_rasters/combined_cat/Echis_omanensis.tif,1,1,1,"OMN, ARE","ARE, OMN",0,0,0,0,Echis_carinatus,,,
117,Echis_pyramidum,Echis_pyramidum,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Echis_pyramidum.pdf,,,data/raw/eor/Echis_pyramidum.shp,output/species_rasters/combined_cat/Echis_pyramidum.tif,1,1,1,"SDN, CAF, DJI, SSD, ERI, ETH, LBY, SOM, EGY, KEN","SDN, CIV, ERI, ARE, DZA, NER, MRT, KEN, EGY",1,0,few_historic,0,Echis_carinatus,,,
118,Eristocophis_macmahoni,Eristocophis_macmahoni,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Eristocophis_macmahoni.pdf,http://reptile-database.reptarium.cz/species?genus=Eristicophis&species=macmahoni&search_param=%28%28search%3D%27macmahoni%27%29%29,,data/raw/eor/Eristocophis_macmahoni.shp,output/species_rasters/combined_cat/Eristocophis_macmahoni.tif,2,1,2,"IRN, PAK, AFG",,0,0,0,1,"Eristicophis_macmahonii, Eristicophis_mcmahoni",,,
119,Gloydius_blomhoffi,Gloydius_blomhoffi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_blomhoffi.pdf,,,data/raw/eor/Gloydius_blomhoffi.shp,output/species_rasters/combined_cat/Gloydius_blomhoffi.tif,1,1,1,JPN,"JPN, RUS",1,0,few_historic,0,Agkistrodon_blomhoffi,,,
120,Gloydius_brevicaudus,Gloydius_brevicaudus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_brevicaudus.pdf,,,data/raw/eor/Gloydius_brevicaudus.shp,output/species_rasters/combined_cat/Gloydius_brevicaudus.tif,1,1,1,"CHN, PRK, KOR","KOR, CHN, PRK",1,0,few_historic,0,Agkistrodon_blomhoffi_brevicaudus,,,
121,Gloydius_halys,Gloydius_halys,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_halys.pdf,,,data/raw/eor/Gloydius_halys.shp,output/species_rasters/combined_cat/Gloydius_halys.tif,1,0,1&2,"AFG, KAZ, MNG, CHN, KGZ, RUS, TJK, TKM, UZB","IRN, MNG, RUS, KAZ, TKM, JPN",1,few,few_historic,0,Agkistrodon_halys,,,
122,Gloydius_halys_caucasicus,Gloydius_halys_caucasicus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_halys_caucasicus.pdf,,,data/raw/eor/Gloydius_halys_caucasicus.shp,output/species_rasters/combined_cat/Gloydius_halys_caucasicus.tif,2,1,2,"AZE, IRN, TKM, AFG",,1,0,few_historic,0,Agkistrodon_halys,,,
123,Gloydius_himalayanus,Gloydius_himalayanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_himalayanus.pdf,,,data/raw/eor/Gloydius_himalayanus.shp,output/species_rasters/combined_cat/Gloydius_himalayanus.tif,2,1,2,"NPL, PAK, IND",,0,0,0,1,Agkistrodon_himalayanus,,,
124,Gloydius_intermedius,Gloydius_intermedius,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_intermedius.pdf,,,data/raw/eor/Gloydius_intermedius.shp,output/species_rasters/combined_cat/Gloydius_intermedius.tif,2,1,2,"CHN, PRK, RUS, KOR","KOR, IRN, CHN, PRK",1,0,few_historic,0,"Gloydius_saxatilis, Agkistrodon_intermedius",,,
125,Gloydius_tsushimaensis,Gloydius_tsushimaensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_tsushimaensis.pdf,http://reptile-database.reptarium.cz/species?genus=Gloydius&species=tsushimaensis&search_param=%28%28search%3D%27Gloydius+tsushimaensis%27%29%29,,data/raw/eor/Gloydius_tsushimaensis.shp,output/species_rasters/combined_cat/Gloydius_tsushimaensis.tif,2,1,2,JPN,,0,0,0,1,Agkistrodon_tsushiamensis,,,
126,Gloydius_ussuriensis,Gloydius_ussuriensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Gloydius_ussuriensis.pdf,,,data/raw/eor/Gloydius_ussuriensis.shp,output/species_rasters/combined_cat/Gloydius_ussuriensis.tif,2,1,2,"CHN, PRK, RUS, KOR","KOR, CHN, PRK, RUS",1,few,0,0,Agkistrodon_ussuriensis,,,
127,Hemachatus_haemachatus,Hemachatus_haemachatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hemachatus_haemachatus.pdf,,,data/raw/eor/Hemachatus_haemachatus.shp,output/species_rasters/combined_cat/Hemachatus_haemachatus.tif,2,1,2,"LSO, MOZ, SWZ, ZWE, ZAF","ZAF, SWZ, LSO",1,0,excessive_historic,0,,,,
128,Himalayophis_tibetanus,Himalayophis_tibetanus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Himalayophis_tibetanus.pdf,,,data/raw/eor/Himalayophis_tibetanus.shp,output/species_rasters/combined_cat/Himalayophis_tibetanus.tif,2,1,2,"CHN, NPL",,0,0,0,1,"Trimeresurus_tibetanus, Trimeresurus_karanshahi",,,
129,Hoplocephalus_spp,Hoplocephalus_bitorquatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hoplocephalus_spp.pdf,,,data/raw/eor/Hoplocephalus_bitorquatus.shp,output/species_rasters/combined_cat/Hoplocephalus_bitorquatus.tif,2,1,2,AUS,AUS,1,0,few_historic,0,,,,
129,Hoplocephalus_spp,Hoplocephalus_bungaroides,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hoplocephalus_spp.pdf,,,data/raw/eor/Hoplocephalus_bungaroides.shp,output/species_rasters/combined_cat/Hoplocephalus_bungaroides.tif,2,1,2,AUS,AUS,1,excessive,excessive_historic,0,,,,
129,Hoplocephalus_spp,Hoplocephalus_stephensii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hoplocephalus_spp.pdf,,,data/raw/eor/Hoplocephalus_stephensii.shp,output/species_rasters/combined_cat/Hoplocephalus_stephensii.tif,2,1,2,AUS,AUS,1,few,few_historic,0,,,,
130,Hypnale_hypnale,Hypnale_hypnale,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hypnale_hypnale.pdf,,,data/raw/eor/Hypnale_hypnale.shp,output/species_rasters/combined_cat/Hypnale_hypnale.tif,1,1,1,"LKA, IND","LKA, IND",1,few,few_historic,0,Agkistrodon_hypnale,,,
131,Hypnale_nepa,Hypnale_nepa,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Hypnale_nepa.pdf,,,data/raw/eor/Hypnale_nepa.shp,output/species_rasters/combined_cat/Hypnale_nepa.tif,2,1,2,LKA,LKA,0,0,0,0,Agkistrodon_nepa,,,
132,Lachesis_acrochorda,Lachesis_acrochorda,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Lachesis_acrochorda.pdf,,,data/raw/eor/Lachesis_acrochorda.shp,output/species_rasters/combined_cat/Lachesis_acrochorda.tif,2,1,2,"COL, ECU, PAN","COL, ECU",1,few,few_historic,0,Lachesis_stenophrys,,,
133,Lachesis_melanocephala,Lachesis_melanocephala,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Lachesis_melanocephala.pdf,,,data/raw/eor/Lachesis_melanocephala.shp,output/species_rasters/combined_cat/Lachesis_melanocephala.tif,2,1,2,CRI,"CRI, BRA, ECU, COL",1,0,few_historic,0,Lachesis_muta_melanocephala,,,
134,Lachesis_muta,Lachesis_muta,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Lachesis_muta.pdf,,,data/raw/eor/Lachesis_muta.shp,output/species_rasters/combined_cat/Lachesis_muta.tif,2,0,1&2,"BOL, BRA, COL, ECU, GUF, GUY, SUR, TTO, VEN, PER","BRA, BOL, PER, COL, PAN, GUY, ECU, TTO, CRI, SUR, GUF",1,few,few_historic,0,"Lachesis_muta_muta, Lachesis_muta_rhombeata, Lachesis_muta_noctivaga",,,
135,Lachesis_stenophyrs,Lachesis_stenophyrs,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Lachesis_stenophyrs.pdf,,,data/raw/eor/Lachesis_stenophyrs.shp,output/species_rasters/combined_cat/Lachesis_stenophyrs.tif,2,1,2,"CRI, PAN",,0,0,0,1,Lachesis_muta_stenophrys,,,
136,Macrovipera_lebetina,Macrovipera_lebetina,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Macrovipera_lebetina.pdf,,,data/raw/eor/Macrovipera_lebetina.shp,output/species_rasters/combined_cat/Macrovipera_lebetina.tif,1,0,1&2,"JOR, PAK, RUS, DZA, CYP, IRQ, LBN, SYR, TUR, AZE, GEO, ARM, IRN, IND, AFG, TKM, UZB, TJK","ARM, IRN, CYP",1,few,few_historic,0,Vipera_lebetina,,,
137,Macrovipera_schweizeri,Macrovipera_schweizeri,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Macrovipera_schweizeri.pdf,,,data/raw/eor/Macrovipera_schweizeri.shp,output/species_rasters/combined_cat/Macrovipera_schweizeri.tif,2,1,2,GRC,,0,0,0,1,Vipera_lebetina_schweizeri,,,
138,Micropechis_ikaheka,Micropechis_ikaheka,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micropechis_ikaheka.pdf,,,data/raw/eor/Micropechis_ikaheka.shp,output/species_rasters/combined_cat/Micropechis_ikaheka.tif,2,1,2,"IDN, PNG","PNG, IDN",1,0,few_historic,0,,,,
139,Micruroides_euryxanthus,Micruroides_euryxanthus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micruroides_euryxanthus.pdf,,,data/raw/eor/Micruroides_euryxanthus.shp,output/species_rasters/combined_cat/Micruroides_euryxanthus.tif,2,1,2,"USA, MEX","USA, MEX",1,few,few_historic,0,,,,
140,Micrurus_circinalis,Micrurus_circinalis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_circinalis.pdf,,,data/raw/eor/Micrurus_circinalis.shp,output/species_rasters/combined_cat/Micrurus_circinalis.tif,2,1,2,"TTO, VEN","TTO, VEN",0,0,0,0,,,,
141,Micrurus_corallinus,Micrurus_corallinus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_corallinus.pdf,,,data/raw/eor/Micrurus_corallinus.shp,output/species_rasters/combined_cat/Micrurus_corallinus.tif,2,1,2,"ARG, BRA, PRY, URY","BRA, ARG, PRY, TTO",1,0,few_historic,0,,,,
142,Micrurus_fulvius,Micrurus_fulvius,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_fulvius.pdf,,,data/raw/eor/Micrurus_fulvius.shp,output/species_rasters/combined_cat/Micrurus_fulvius.tif,2,1,2,USA,"USA, MEX, HND, PAN, NIC, BRA",1,0,excessive_historic,0,,,,
143,Micrurus_lemniscatus,Micrurus_lemniscatus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_lemniscatus.pdf,,,data/raw/eor/Micrurus_lemniscatus.shp,output/species_rasters/combined_cat/Micrurus_lemniscatus.tif,2,1,2,"ARG, BOL, BRA, COL, ECU, GUF, GUY, PRY, SUR, TTO, VEN, PER","PER, ECU, BRA, GUY, BOL, TTO, SUR, VEN, COL, GUF",1,few,excessive_historic,0,,,,
144,Micrurus_mipartitus,Micrurus_mipartitus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_mipartitus.pdf,,,data/raw/eor/Micrurus_mipartitus.shp,output/species_rasters/combined_cat/Micrurus_mipartitus.tif,2,1,2,"COL, ECU, PAN, VEN, PER","VEN, COL, CRI, PER, ECU, PAN",1,few,excessive_historic,0,,,,
145,Micrurus_nigrocinctus,Micrurus_nigrocinctus,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_nigrocinctus.pdf,,,data/raw/eor/Micrurus_nigrocinctus.shp,output/species_rasters/combined_cat/Micrurus_nigrocinctus.tif,2,1,2,"COL, CRI, SLV, GTM, HND, NIC, PAN, MEX","HND, MEX, CRI, SLV, PAN, NIC, COL, GTM, BLZ",1,0,excessive_historic,0,,,,
146,Micrurus_spixii,Micrurus_spixii,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_spixii.pdf,,,data/raw/eor/Micrurus_spixii.shp,output/species_rasters/combined_cat/Micrurus_spixii.tif,2,1,2,"BOL, BRA, COL, ECU, PRY, VEN, PER","BRA, PER, COL, ECU, BOL",1,0,few_historic,0,,,,
147,Micrurus_spp,Micrurus_spp,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_spp.pdf,,,data/raw/eor/Micrurus_spp.shp,output/species_rasters/combined_cat/Micrurus_spp.tif,2,1,2,"ARG, BLZ, BOL, BRA, COL, CRI, ECU, SLV, GUF, GTM, GUY, HND, NIC, PAN, PRY, SUR, TTO, URY, VEN, MEX, PER",MEX,0,0,0,1,,,,
148,Micrurus_surinamensis,Micrurus_surinamensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_surinamensis.pdf,,,data/raw/eor/Micrurus_surinamensis.shp,output/species_rasters/combined_cat/Micrurus_surinamensis.tif,2,1,2,"BOL, BRA, COL, ECU, GUF, GUY, SUR, VEN, PER","PER, BRA, GUY, ECU, COL, GUF",1,0,few_historic,0,,,,
149,Micrurus_tener,Micrurus_tener,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Micrurus_tener.pdf,,,data/raw/eor/Micrurus_tener.shp,output/species_rasters/combined_cat/Micrurus_tener.tif,2,1,2,"USA, MEX","USA, MEX",1,few,few_historic,0,Micrurus_fulvius_tener,,,
150,Montivipera_raddei,Montivipera_raddei,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Montivipera_raddei.pdf,,,data/raw/eor/Montivipera_raddei.shp,output/species_rasters/combined_cat/Montivipera_raddei.tif,2,1,2,"ARM, AZE, IRN, TUR","ARM, GEO",1,0,few_historic,0,"Vipera_raddei, Daboia_raddei, Vipera_xanthina_raddei",,,
151,Montivipera_xanthina,Montivipera_xanthina,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Montivipera_xanthina.pdf,,,data/raw/eor/Montivipera_xanthina.shp,output/species_rasters/combined_cat/Montivipera_xanthina.tif,1,0,1&2,"GRC, TUR","GRC, ARM",1,0,few_historic,0,"Vipera_xanthina, Daboia_xanthina",,,
152,Naja_anchietae,Naja_anchietae,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_anchietae.pdf,,,data/raw/eor/Naja_anchietae.shp,output/species_rasters/combined_cat/Naja_anchietae.tif,1,1,1,"AGO, BWA, NAM, ZMB, ZWE","BWA, AGO, NAM",1,few,few_historic,0,"Naja_annulifera_anchietae, Naja_haje_anchietae",,,
153,Naja_annulata,Naja_annulata,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_annulata.pdf,,,data/raw/eor/Naja_annulata.shp,output/species_rasters/combined_cat/Naja_annulata.tif,2,1,2,"AGO, BDI, CMR, CAF, COG, COD, GNQ, GAB, RWA, ZMB, TZA","COG, TZA",1,0,few_historic,0,Boulengerina_annulata,,,
154,Naja_annulifera,Naja_annulifera,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_annulifera.pdf,,,data/raw/eor/Naja_annulifera.shp,output/species_rasters/combined_cat/Naja_annulifera.tif,1,1,1,"BWA, MWI, MOZ, SWZ, ZMB, ZWE, ZAF","ZWE, ZAF, MOZ, NAM, SWZ",1,0,few_historic,0,Naja_haje_annulifera,,,
155,Naja_arabica,Naja_arabica,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_arabica.pdf,,,data/raw/eor/Naja_arabica.shp,output/species_rasters/combined_cat/Naja_arabica.tif,2,0,1&2,"OMN, SAU, YEM","SAU, OMN",0,0,0,1,"Naja_haje, Naja_haje_arabica",,,
156,Naja_ashei,Naja_ashei,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_ashei.pdf,,,data/raw/eor/Naja_ashei.shp,output/species_rasters/combined_cat/Naja_ashei.tif,1,1,1,"KEN, SSD, ETH, SOM, UGA","KEN, SOM",1,0,few_historic,0,Naja_nigricollis,,,
157,Naja_atra,Naja_atra,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_atra.pdf,,,data/raw/eor/Naja_atra.shp,output/species_rasters/combined_cat/Naja_atra.tif,1,1,1,"CHN, LAO, MAC, HKG, VNM","HKG, CHN, VNM",0,0,0,0,,,,
158,Naja_christyi,Naja_christyi,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_christyi.pdf,,,data/raw/eor/Naja_christyi.shp,output/species_rasters/combined_cat/Naja_christyi.tif,2,1,2,"AGO, COG, COD",,0,0,0,1,Boulengerina_christyi,,,
159,Naja_haje,Naja_haje,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_haje.pdf,http://reptile-database.reptarium.cz/species?genus=Naja&species=haje&search_param=%28%28search%3D%27Naja+haje%27%29%29,,data/raw/eor/Naja_haje.shp,output/species_rasters/combined_cat/Naja_haje.tif,1,0,1&2,"DZA, SDN, CMR, CAF, TCD, COD, DJI, SSD, ERI, ETH, LBY, MLI, MAR, NER, NGA, SOM, TUN, UGA, ESH, EGY, KEN, TZA","TUN, MLI, SAU, OMN, ZAF, ZWE, COG, UGA, EGY, SEN, NAM, TZA, BFA, KEN",0,0,0,1,"Coluber_Haje, Cerastes_candidus, Coluber_candidissimus, Vipera_haje, Naja_haje_var_viridis, Naja_haie, Naja_haje_legionis, Naja_haje_haje, Naja_Uraeus_haje, Naja_haje_legionis, Uraeus_haje",,,
160,Naja_kaouthia,Naja_kaouthia,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_kaouthia.pdf,,,data/raw/eor/Naja_kaouthia.shp,output/species_rasters/combined_cat/Naja_kaouthia.tif,1,0,1&2,"BGD, IND, BTN, KHM, CHN, LAO, MYS, NPL, MMR, VNM, THA","BGD, MMR, VNM, IND",1,0,few_historic,0,,,,
161,Naja_katiensis,Naja_katiensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_katiensis.pdf,,,data/raw/eor/Naja_katiensis.shp,output/species_rasters/combined_cat/Naja_katiensis.tif,2,0,1&2,"BEN, BFA, CMR, CIV, GHA, GIN, MLI, MRT, NER, NGA, SEN, TGO",SEN,1,0,few_historic,0,Naja_nigricollis_katiensis,,,
162,Naja_mandalayensis,Naja_mandalayensis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_mandalayensis.pdf,,,data/raw/eor/Naja_mandalayensis.shp,output/species_rasters/combined_cat/Naja_mandalayensis.tif,1,1,1,MMR,MMR,0,0,0,0,,,,
163,Naja_melanoleuca,Naja_melanoleuca,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_melanoleuca.pdf,,,data/raw/eor/Naja_melanoleuca.shp,output/species_rasters/combined_cat/Naja_melanoleuca.tif,2,0,1&2,"KEN, GAB, GIN, SLE, CIV, MLI, TZA, AGO, BEN, BFA, BDI, CMR, CAF, COG, COD, SSD, GNQ, ETH, GMB, GHA, GNB, LBR, MWI, MOZ, NER, NGA, RWA, STP, SEN, SOM, SWZ, TGO, UGA, ZMB, ZWE, ZAF","CMR, BEN, ZAF, KEN, GMB, TZA, MOZ, COD, COG, GHA, TGO, GIN, CIV, STP, GAB, GNQ, UGA, NGA, ZMB, SSD, AGO, NAM, SEN, LBR",1,few,few_historic,0,,,,
164,Naja_mossambica,Naja_mossambica,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_mossambica.pdf,,,data/raw/eor/Naja_mossambica.shp,output/species_rasters/combined_cat/Naja_mossambica.tif,1,0,1&2,"AGO, BWA, MWI, MOZ, NAM, SWZ, ZMB, ZWE, ZAF, TZA","ZAF, ZWE, TZA, NAM, BWA, ZMB, MOZ, SWZ, LSO",1,few,few_historic,0,Naja_nigricollis_mossambica,,,
165,Naja_naja,Naja_naja,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_naja.pdf,,,data/raw/eor/Naja_naja.shp,output/species_rasters/combined_cat/Naja_naja.tif,1,0,1&2,"BGD, IND, BTN, NPL, PAK, LKA","IND, VNM, CHN, TKM, LKA, PHL, ZWE, SGP, MYS, EGY, IDN, ZAF, UGA, MNG, PAK",1,0,few_historic,0,,,,
166,Naja_nigricincta,Naja_nigricincta,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_nigricincta.pdf,,,data/raw/eor/Naja_nigricincta.shp,output/species_rasters/combined_cat/Naja_nigricincta.tif,2,0,1&2,"AGO, BWA, NAM, ZAF","NAM, ZAF",1,0,few_historic,0,"Naja_nigricollis_nigricincta, Naja_nigricollis_woodi",,,
167,Naja_nigricollis,Naja_nigricollis,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_nigricollis.pdf,,,data/raw/eor/Naja_nigricollis.shp,output/species_rasters/combined_cat/Naja_nigricollis.tif,1,0,1&2,"SDN, AGO, BEN, BFA, BDI, CMR, CAF, TCD, COG, CIV, COD, SSD, ETH, GMB, GHA, GNB, GIN, MWI, MLI, NAM, NER, NGA, RWA, SEN, TGO, UGA, ZMB, TZA, KEN","CMR, BEN, SLE, KEN, COD, TZA, TGO, GHA, GIN, NGA, NAM, GMB, ZAF, ETH, BFA, ZMB, UGA, AGO, EGY, MLI, NER, SOM, SEN, ZWE",1,few,excessive_historic,0,,,,
168,Naja_nivea,Naja_nivea,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_nivea.pdf,,,data/raw/eor/Naja_nivea.shp,output/species_rasters/combined_cat/Naja_nivea.tif,1,1,1,"BWA, LSO, NAM, ZAF","NAM, BWA, ZAF",1,few,few_historic,0,,,,
169,Naja_nubiae,Naja_nubiae,http://apps.who.int/bloodproducts/snakeantivenoms/database/Images/SnakesDistribution/Large/map_Naja_nubiae.pdf,,,data/raw/eor/Naja_nubiae.shp,output/species_rasters/combined_cat/Naja_nubiae.tif,2,1,2,"SDN, TCD, ERI, NER, EGY","EGY, KEN, TZA, COD",1,0,few_historic,0,Naja_pallida,,,
